time,Hs (m),Tp (sec),DirPeak(deg),Depth(mm),H1/10 (m),Tmean (sec),Dmean (deg),source_file,Dmean
13/02/2024 08:00,0.33,7.5,89,19146,0.42,7.2,117,KNW02_Waves.xlsx,
13/02/2024 09:00,0.4,2.2,157,19131,0.51,4.7,240,KNW02_Waves.xlsx,
13/02/2024 10:00,0.37,2.2,183,19116,0.47,4.5,180,KNW02_Waves.xlsx,
13/02/2024 11:00,0.32,8.5,29,19114,0.41,8.4,35,KNW02_Waves.xlsx,
13/02/2024 12:00,0.23,2.7,181,19095,0.29,5.6,153,KNW02_Waves.xlsx,
13/02/2024 13:00,0.2,8.5,37,19097,0.25,8.7,355,KNW02_Waves.xlsx,
13/02/2024 14:00,0.1,11.5,89,19099,0.13,15.4,135,KNW02_Waves.xlsx,
13/02/2024 15:00,0.15,11.5,331,19102,0.19,13.6,294,KNW02_Waves.xlsx,
13/02/2024 16:00,0.44,7.5,261,19116,0.56,4.9,305,KNW02_Waves.xlsx,
13/02/2024 17:00,0.21,8.5,165,19101,0.27,9.8,116,KNW02_Waves.xlsx,
13/02/2024 18:00,0.11,14,301,19104,0.14,15.8,264,KNW02_Waves.xlsx,
13/02/2024 19:00,0.26,2.2,149,19112,0.33,4.5,133,KNW02_Waves.xlsx,
13/02/2024 20:00,0.35,6.7,153,19084,0.44,6.8,190,KNW02_Waves.xlsx,
13/02/2024 21:00,0.17,5.1,67,19094,0.22,8.3,59,KNW02_Waves.xlsx,
13/02/2024 22:00,0.46,2,13,19113,0.59,3.8,54,KNW02_Waves.xlsx,
13/02/2024 23:00,0.67,8.5,165,19104,0.84,3.4,112,KNW02_Waves.xlsx,
14/02/2024 00:00,0.26,2.2,221,19115,0.33,3.6,216,KNW02_Waves.xlsx,
14/02/2024 01:00,0.1,11.5,251,19117,0.13,14.6,276,KNW02_Waves.xlsx,
14/02/2024 02:00,0.24,2.8,349,19105,0.31,4.2,83,KNW02_Waves.xlsx,
14/02/2024 03:00,0.38,2.2,245,19134,0.49,4,194,KNW02_Waves.xlsx,
14/02/2024 04:00,0.38,7.5,261,19128,0.48,5.5,266,KNW02_Waves.xlsx,
14/02/2024 05:00,0.17,9.8,245,19117,0.22,14.4,240,KNW02_Waves.xlsx,
14/02/2024 06:00,0.11,11.5,225,19151,0.13,13.7,200,KNW02_Waves.xlsx,
14/02/2024 07:00,0.37,2.5,24,19136,0.47,5.3,173,KNW02_Waves.xlsx,
14/02/2024 08:00,0.17,6.1,41,19137,0.22,4.8,30,KNW02_Waves.xlsx,
14/02/2024 09:00,0.16,14,77,19164,0.2,14.9,84,KNW02_Waves.xlsx,
14/02/2024 10:00,0.31,8.5,233,19143,0.39,6.3,231,KNW02_Waves.xlsx,
14/02/2024 11:00,0.17,14,93,19156,0.22,8.9,96,KNW02_Waves.xlsx,
14/02/2024 12:00,0.28,2.5,196,19156,0.36,5.2,161,KNW02_Waves.xlsx,
14/02/2024 13:00,0.24,2.8,297,19145,0.3,5.9,11,KNW02_Waves.xlsx,
14/02/2024 14:00,0.41,2,358,19163,0.52,3.7,82,KNW02_Waves.xlsx,
14/02/2024 15:00,0.17,6.7,277,19169,0.21,10.7,254,KNW02_Waves.xlsx,
14/02/2024 16:00,0.36,7.5,353,19165,0.45,5.4,0,KNW02_Waves.xlsx,
14/02/2024 17:00,0.62,8.5,217,19190,0.78,3.8,198,KNW02_Waves.xlsx,
14/02/2024 18:00,0.4,8.5,229,19185,0.51,4.4,196,KNW02_Waves.xlsx,
14/02/2024 19:00,0.18,3.9,297,19174,0.23,6.9,333,KNW02_Waves.xlsx,
14/02/2024 20:00,0.59,2.3,297,19194,0.75,3.7,305,KNW02_Waves.xlsx,
14/02/2024 21:00,0.34,8.5,135,19171,0.43,7.1,130,KNW02_Waves.xlsx,
14/02/2024 22:00,0.42,8.5,229,19173,0.53,4.5,230,KNW02_Waves.xlsx,
14/02/2024 23:00,0.36,5.1,161,19193,0.46,4.1,157,KNW02_Waves.xlsx,
15/02/2024 00:00,0.34,2.2,279,19191,0.44,5,163,KNW02_Waves.xlsx,
15/02/2024 01:00,0.21,8.5,333,19179,0.27,8.7,339,KNW02_Waves.xlsx,
15/02/2024 02:00,0.24,6.7,73,19185,0.3,9,127,KNW02_Waves.xlsx,
15/02/2024 03:00,0.23,2.7,337,19184,0.3,4.8,306,KNW02_Waves.xlsx,
15/02/2024 04:00,0.39,2,199,19194,0.49,4.3,194,KNW02_Waves.xlsx,
15/02/2024 05:00,0.31,9.8,297,19193,0.39,6.1,266,KNW02_Waves.xlsx,
15/02/2024 06:00,0.17,9.8,249,19195,0.22,8.8,243,KNW02_Waves.xlsx,
15/02/2024 07:00,0.17,14,89,19210,0.22,16.2,85,KNW02_Waves.xlsx,
15/02/2024 08:00,0.32,2.1,297,19194,0.41,3.3,219,KNW02_Waves.xlsx,
15/02/2024 09:00,0.42,9.8,145,19182,0.54,4.1,166,KNW02_Waves.xlsx,
15/02/2024 10:00,0.68,3,195,19206,0.86,3.6,258,KNW02_Waves.xlsx,
15/02/2024 11:00,0.13,25,317,19178,0.16,19.1,305,KNW02_Waves.xlsx,
15/02/2024 12:00,0.17,9.8,269,19173,0.22,10.9,282,KNW02_Waves.xlsx,
15/02/2024 13:00,0.23,8.5,61,19193,0.29,7.4,20,KNW02_Waves.xlsx,
15/02/2024 14:00,0.13,11.5,257,19172,0.17,14.7,254,KNW02_Waves.xlsx,
15/02/2024 15:00,0.14,8.5,41,19196,0.18,10.6,7,KNW02_Waves.xlsx,
15/02/2024 16:00,0.39,6.1,145,19206,0.49,5.4,129,KNW02_Waves.xlsx,
15/02/2024 17:00,0.23,8.5,265,19189,0.3,7,245,KNW02_Waves.xlsx,
15/02/2024 18:00,0.44,7.5,37,19223,0.56,5.3,14,KNW02_Waves.xlsx,
15/02/2024 19:00,0.2,8.5,291,19213,0.25,9.4,270,KNW02_Waves.xlsx,
15/02/2024 20:00,0.32,2.3,181,19223,0.4,5.1,164,KNW02_Waves.xlsx,
15/02/2024 21:00,0.17,9.8,213,19227,0.22,6,213,KNW02_Waves.xlsx,
15/02/2024 22:00,0.38,5.1,209,19217,0.48,4.5,218,KNW02_Waves.xlsx,
15/02/2024 23:00,0.37,2.3,109,19220,0.47,4.8,39,KNW02_Waves.xlsx,
16/02/2024 00:00,0.31,8.5,317,19228,0.4,7,278,KNW02_Waves.xlsx,
16/02/2024 01:00,0.27,2.5,341,19204,0.35,5.2,288,KNW02_Waves.xlsx,
16/02/2024 02:00,0.38,8.5,109,19217,0.48,4.5,122,KNW02_Waves.xlsx,
16/02/2024 03:00,0.3,7.5,145,19233,0.38,6.6,133,KNW02_Waves.xlsx,
16/02/2024 04:00,0.12,6.1,309,19214,0.15,9,308,KNW02_Waves.xlsx,
16/02/2024 05:00,0.13,18,165,19238,0.16,15,142,KNW02_Waves.xlsx,
16/02/2024 06:00,0.22,14,93,19241,0.28,6.5,109,KNW02_Waves.xlsx,
16/02/2024 07:00,0.32,8.5,5,19245,0.4,5.3,19,KNW02_Waves.xlsx,
16/02/2024 08:00,0.27,2.2,29,19262,0.34,4,49,KNW02_Waves.xlsx,
16/02/2024 09:00,0.28,5.1,265,19260,0.35,5.4,309,KNW02_Waves.xlsx,
16/02/2024 10:00,0.16,18,153,19261,0.2,11.2,189,KNW02_Waves.xlsx,
16/02/2024 11:00,0.21,11.5,57,19267,0.27,10.1,33,KNW02_Waves.xlsx,
16/02/2024 12:00,0.25,6.7,325,19265,0.31,8.6,303,KNW02_Waves.xlsx,
16/02/2024 13:00,0.18,2.3,49,19277,0.23,3.3,5,KNW02_Waves.xlsx,
16/02/2024 14:00,0.15,11.5,167,19304,0.19,13.1,160,KNW02_Waves.xlsx,
16/02/2024 15:00,0.13,3.4,252,19292,0.16,7.9,202,KNW02_Waves.xlsx,
16/02/2024 16:00,0.46,6.7,57,19302,0.58,5.8,78,KNW02_Waves.xlsx,
16/02/2024 17:00,0.12,14,75,19308,0.15,16.4,61,KNW02_Waves.xlsx,
16/02/2024 18:00,0.26,9.8,293,19301,0.33,7.5,207,KNW02_Waves.xlsx,
16/02/2024 19:00,0.22,5.5,130,19316,0.28,7.8,115,KNW02_Waves.xlsx,
16/02/2024 20:00,0.12,14,5,19357,0.16,14.6,15,KNW02_Waves.xlsx,
16/02/2024 21:00,0.19,8.5,257,19348,0.24,10.8,273,KNW02_Waves.xlsx,
16/02/2024 22:00,0.15,8.5,73,19384,0.19,12.5,78,KNW02_Waves.xlsx,
16/02/2024 23:00,0.2,11.5,93,19364,0.25,10.6,83,KNW02_Waves.xlsx,
17/02/2024 00:00,0.26,9.8,89,19370,0.33,5.3,107,KNW02_Waves.xlsx,
17/02/2024 01:00,0.16,7.5,161,19380,0.2,12.1,182,KNW02_Waves.xlsx,
17/02/2024 02:00,0.17,9.8,180,19374,0.22,13,193,KNW02_Waves.xlsx,
17/02/2024 03:00,0.31,7.5,241,19403,0.4,6.8,211,KNW02_Waves.xlsx,
17/02/2024 04:00,0.25,9.8,153,19406,0.32,5.5,95,KNW02_Waves.xlsx,
17/02/2024 05:00,0.21,5.1,157,19395,0.27,8.1,168,KNW02_Waves.xlsx,
17/02/2024 06:00,0.13,9.8,233,19417,0.16,15.6,220,KNW02_Waves.xlsx,
17/02/2024 07:00,0.24,8.5,277,19416,0.3,8.9,253,KNW02_Waves.xlsx,
17/02/2024 08:00,0.2,3,291,19405,0.26,4.6,25,KNW02_Waves.xlsx,
17/02/2024 09:00,0.15,5.1,353,19422,0.19,8.6,358,KNW02_Waves.xlsx,
17/02/2024 10:00,0.29,6.7,61,19421,0.36,5.2,35,KNW02_Waves.xlsx,
17/02/2024 11:00,0.35,9.8,29,19414,0.44,5.1,352,KNW02_Waves.xlsx,
17/02/2024 12:00,0.19,11.5,57,19430,0.25,10.9,35,KNW02_Waves.xlsx,
17/02/2024 13:00,0.16,25,261,19439,0.2,11.4,269,KNW02_Waves.xlsx,
17/02/2024 14:00,0.12,14,225,19404,0.15,15.5,228,KNW02_Waves.xlsx,
17/02/2024 15:00,0.2,2.3,285,19420,0.25,4.5,291,KNW02_Waves.xlsx,
17/02/2024 16:00,0.35,8.5,329,19429,0.44,6,2,KNW02_Waves.xlsx,
17/02/2024 17:00,0.27,8.5,309,19423,0.34,7,259,KNW02_Waves.xlsx,
17/02/2024 18:00,0.26,11.5,281,19435,0.33,7.3,301,KNW02_Waves.xlsx,
17/02/2024 19:00,0.22,11.5,141,19438,0.28,7.2,141,KNW02_Waves.xlsx,
17/02/2024 20:00,0.3,2.5,329,19442,0.38,4.1,33,KNW02_Waves.xlsx,
17/02/2024 21:00,0.14,9.8,329,19451,0.18,12.2,359,KNW02_Waves.xlsx,
17/02/2024 22:00,0.25,6.7,221,19450,0.32,5.3,311,KNW02_Waves.xlsx,
17/02/2024 23:00,0.19,18,331,19458,0.24,8.8,339,KNW02_Waves.xlsx,
18/02/2024 00:00,0.34,7.5,209,19452,0.43,5,189,KNW02_Waves.xlsx,
18/02/2024 01:00,0.28,11.5,33,19472,0.35,6.5,55,KNW02_Waves.xlsx,
18/02/2024 02:00,0.25,8.5,121,19477,0.32,8.4,108,KNW02_Waves.xlsx,
18/02/2024 03:00,0.31,7.5,133,19487,0.39,7.2,97,KNW02_Waves.xlsx,
18/02/2024 04:00,0.19,2.8,321,19464,0.24,6.4,315,KNW02_Waves.xlsx,
18/02/2024 05:00,0.17,9.8,273,19471,0.21,12.3,246,KNW02_Waves.xlsx,
18/02/2024 06:00,0.25,3.3,150,19478,0.32,6.8,86,KNW02_Waves.xlsx,
18/02/2024 07:00,0.31,6.7,329,19524,0.4,4.6,315,KNW02_Waves.xlsx,
18/02/2024 08:00,0.72,2.2,54,19535,0.91,2.9,350,KNW02_Waves.xlsx,
18/02/2024 09:00,0.57,2,175,19538,0.72,3.5,209,KNW02_Waves.xlsx,
18/02/2024 10:00,0.62,2.2,211,19534,0.79,3.3,273,KNW02_Waves.xlsx,
18/02/2024 11:00,0.7,1.9,21,19531,0.89,3.1,349,KNW02_Waves.xlsx,
18/02/2024 12:00,0.8,1.8,355,19518,1.01,2.7,286,KNW02_Waves.xlsx,
18/02/2024 13:00,0.23,9.8,213,19529,0.29,7.4,178,KNW02_Waves.xlsx,
18/02/2024 14:00,0.32,6.7,17,19533,0.41,5.8,352,KNW02_Waves.xlsx,
18/02/2024 15:00,0.3,2.8,10,19520,0.38,4.4,14,KNW02_Waves.xlsx,
18/02/2024 16:00,0.47,2.6,297,19534,0.6,3.3,264,KNW02_Waves.xlsx,
18/02/2024 17:00,0.56,2.1,81,19545,0.71,3.5,88,KNW02_Waves.xlsx,
18/02/2024 18:00,0.24,8.5,93,19529,0.3,8.6,116,KNW02_Waves.xlsx,
18/02/2024 19:00,0.36,9.8,253,19535,0.46,5.5,213,KNW02_Waves.xlsx,
18/02/2024 20:00,0.35,2,122,19523,0.44,2.7,100,KNW02_Waves.xlsx,
18/02/2024 21:00,0.47,7.5,161,19517,0.6,4.6,136,KNW02_Waves.xlsx,
18/02/2024 22:00,0.54,8.5,257,19505,0.69,4,269,KNW02_Waves.xlsx,
18/02/2024 23:00,0.6,2.2,56,19504,0.77,3.9,68,KNW02_Waves.xlsx,
19/02/2024 00:00,0.55,7.5,233,19504,0.7,4.4,258,KNW02_Waves.xlsx,
19/02/2024 01:00,0.49,8.5,137,19493,0.62,5,84,KNW02_Waves.xlsx,
19/02/2024 02:00,0.4,6.7,313,19498,0.51,5.6,345,KNW02_Waves.xlsx,
19/02/2024 03:00,0.48,8.5,41,19503,0.61,4,30,KNW02_Waves.xlsx,
19/02/2024 04:00,0.5,7.5,97,19498,0.63,6,94,KNW02_Waves.xlsx,
19/02/2024 05:00,0.41,2.2,311,19508,0.52,4.2,260,KNW02_Waves.xlsx,
19/02/2024 06:00,0.4,8.5,13,19506,0.51,4.4,28,KNW02_Waves.xlsx,
19/02/2024 07:00,0.35,2.5,253,19521,0.45,4.4,235,KNW02_Waves.xlsx,
19/02/2024 08:00,0.46,2.3,231,19520,0.59,4.1,222,KNW02_Waves.xlsx,
19/02/2024 09:00,0.69,2.1,175,19521,0.87,3.2,164,KNW02_Waves.xlsx,
19/02/2024 10:00,0.37,8.5,89,19499,0.47,5.1,92,KNW02_Waves.xlsx,
19/02/2024 11:00,0.5,7.5,331,19508,0.63,4.4,337,KNW02_Waves.xlsx,
19/02/2024 12:00,0.36,2.2,77,19506,0.45,4.1,110,KNW02_Waves.xlsx,
19/02/2024 13:00,0.56,2.2,7,19511,0.71,3.3,249,KNW02_Waves.xlsx,
19/02/2024 14:00,0.39,2.2,143,19528,0.49,3.9,338,KNW02_Waves.xlsx,
19/02/2024 15:00,0.27,2.3,353,19518,0.34,4.7,355,KNW02_Waves.xlsx,
19/02/2024 16:00,0.38,8.5,245,19528,0.49,6,196,KNW02_Waves.xlsx,
19/02/2024 17:00,0.82,1.9,66,19530,1.05,3.4,41,KNW02_Waves.xlsx,
19/02/2024 18:00,0.53,8.5,209,19544,0.67,5.1,207,KNW02_Waves.xlsx,
19/02/2024 19:00,0.55,8.5,181,19539,0.7,4,171,KNW02_Waves.xlsx,
19/02/2024 20:00,0.48,2.7,321,19559,0.61,4.1,40,KNW02_Waves.xlsx,
19/02/2024 21:00,0.77,8.5,237,19559,0.97,3.5,178,KNW02_Waves.xlsx,
19/02/2024 22:00,0.33,6.1,246,19558,0.42,5.7,244,KNW02_Waves.xlsx,
19/02/2024 23:00,0.36,2.4,139,19572,0.45,4.9,295,KNW02_Waves.xlsx,
20/02/2024 00:00,0.33,8.5,41,19573,0.42,7.9,23,KNW02_Waves.xlsx,
20/02/2024 01:00,0.26,3.9,231,19572,0.33,6.5,251,KNW02_Waves.xlsx,
20/02/2024 02:00,0.31,7.5,81,19582,0.4,5.6,83,KNW02_Waves.xlsx,
20/02/2024 03:00,0.34,8.5,273,19578,0.44,4.8,207,KNW02_Waves.xlsx,
20/02/2024 04:00,0.23,8.5,201,19582,0.3,5.5,197,KNW02_Waves.xlsx,
20/02/2024 05:00,0.18,9.8,349,19592,0.23,6.6,347,KNW02_Waves.xlsx,
20/02/2024 06:00,0.07,9.8,345,19585,0.09,14.8,351,KNW02_Waves.xlsx,
20/02/2024 07:00,0.28,2.6,143,19603,0.35,5.2,233,KNW02_Waves.xlsx,
20/02/2024 08:00,0.58,8.5,297,19608,0.74,3.8,298,KNW02_Waves.xlsx,
20/02/2024 09:00,0.43,2.2,139,19602,0.54,3.9,200,KNW02_Waves.xlsx,
20/02/2024 10:00,0.67,1.9,266,19601,0.85,2.9,285,KNW02_Waves.xlsx,
20/02/2024 11:00,0.46,8.5,149,19594,0.58,4.2,77,KNW02_Waves.xlsx,
20/02/2024 12:00,0.71,2,63,19576,0.9,3.2,138,KNW02_Waves.xlsx,
20/02/2024 13:00,0.28,2.2,303,19597,0.36,3.4,265,KNW02_Waves.xlsx,
20/02/2024 14:00,0.12,18,105,19600,0.15,14.6,104,KNW02_Waves.xlsx,
20/02/2024 15:00,0.21,14,357,19600,0.26,5.2,346,KNW02_Waves.xlsx,
20/02/2024 16:00,0.45,2.2,89,19614,0.58,3.5,77,KNW02_Waves.xlsx,
20/02/2024 17:00,0.77,1.9,119,19618,0.98,3.3,333,KNW02_Waves.xlsx,
20/02/2024 18:00,0.5,8.5,297,19619,0.63,4.8,320,KNW02_Waves.xlsx,
20/02/2024 19:00,0.47,7.5,165,19633,0.6,4.5,240,KNW02_Waves.xlsx,
20/02/2024 20:00,0.52,8.5,61,19625,0.66,4.6,66,KNW02_Waves.xlsx,
20/02/2024 21:00,0.49,8.5,17,19639,0.62,4.5,29,KNW02_Waves.xlsx,
20/02/2024 22:00,0.29,7.5,157,19624,0.37,4.6,162,KNW02_Waves.xlsx,
20/02/2024 23:00,0.47,8.5,205,19624,0.59,4.8,205,KNW02_Waves.xlsx,
21/02/2024 00:00,0.32,8.5,309,19623,0.4,7.5,293,KNW02_Waves.xlsx,
21/02/2024 01:00,0.62,7.5,225,19627,0.79,3.6,271,KNW02_Waves.xlsx,
21/02/2024 02:00,0.29,8.5,55,19628,0.36,7.2,24,KNW02_Waves.xlsx,
21/02/2024 03:00,0.53,2,315,19620,0.67,3.5,306,KNW02_Waves.xlsx,
21/02/2024 04:00,0.34,2.6,323,19633,0.44,4.9,34,KNW02_Waves.xlsx,
21/02/2024 05:00,0.21,6.1,241,19636,0.27,7.1,226,KNW02_Waves.xlsx,
21/02/2024 06:00,0.24,7.5,109,19648,0.3,5.7,130,KNW02_Waves.xlsx,
21/02/2024 07:00,0.3,6.7,229,19632,0.39,4.4,228,KNW02_Waves.xlsx,
21/02/2024 08:00,0.29,8.5,313,19637,0.37,6.8,293,KNW02_Waves.xlsx,
21/02/2024 09:00,0.28,7.5,253,19632,0.35,5.4,179,KNW02_Waves.xlsx,
21/02/2024 10:00,0.37,7.5,29,19623,0.47,4.9,18,KNW02_Waves.xlsx,
21/02/2024 11:00,0.16,4.4,43,19607,0.2,8.4,73,KNW02_Waves.xlsx,
21/02/2024 12:00,0.22,8.5,173,19603,0.28,8,168,KNW02_Waves.xlsx,
21/02/2024 13:00,0.25,2.1,233,19600,0.32,3,242,KNW02_Waves.xlsx,
21/02/2024 14:00,0.39,8.5,67,19592,0.5,6,66,KNW02_Waves.xlsx,
21/02/2024 15:00,0.21,7.5,125,19594,0.27,7.3,137,KNW02_Waves.xlsx,
21/02/2024 16:00,0.39,2,140,19599,0.5,3.5,201,KNW02_Waves.xlsx,
21/02/2024 17:00,0.61,8.5,169,19608,0.78,4.6,180,KNW02_Waves.xlsx,
21/02/2024 18:00,0.56,2,136,19612,0.71,4.1,184,KNW02_Waves.xlsx,
21/02/2024 19:00,0.41,8.5,281,19620,0.52,5.3,270,KNW02_Waves.xlsx,
21/02/2024 20:00,0.28,8.5,191,19620,0.35,7.3,186,KNW02_Waves.xlsx,
21/02/2024 21:00,0.38,8.5,137,19613,0.48,5.3,134,KNW02_Waves.xlsx,
21/02/2024 22:00,0.17,14,281,19615,0.22,16.7,277,KNW02_Waves.xlsx,
21/02/2024 23:00,0.21,2.5,151,19621,0.27,4,291,KNW02_Waves.xlsx,
22/02/2024 00:00,0.23,8.5,289,19629,0.3,5.5,243,KNW02_Waves.xlsx,
22/02/2024 01:00,0.34,8.5,245,19619,0.44,6.3,240,KNW02_Waves.xlsx,
22/02/2024 02:00,0.15,9.8,29,19626,0.19,13.8,24,KNW02_Waves.xlsx,
22/02/2024 03:00,0.16,9.8,281,19618,0.2,13,258,KNW02_Waves.xlsx,
22/02/2024 04:00,0.29,14,139,19638,0.36,8.9,99,KNW02_Waves.xlsx,
22/02/2024 05:00,0.22,3,258,19640,0.28,4.9,239,KNW02_Waves.xlsx,
22/02/2024 06:00,0.1,25,43,19649,0.13,21.2,27,KNW02_Waves.xlsx,
22/02/2024 07:00,0.48,2.2,110,19656,0.6,3.7,33,KNW02_Waves.xlsx,
22/02/2024 08:00,0.57,2,182,19646,0.72,3.6,62,KNW02_Waves.xlsx,
22/02/2024 09:00,0.32,7.5,209,19644,0.41,6.1,225,KNW02_Waves.xlsx,
22/02/2024 10:00,0.29,7.5,169,19653,0.36,5.2,189,KNW02_Waves.xlsx,
22/02/2024 11:00,0.24,8.5,277,19624,0.31,6.2,266,KNW02_Waves.xlsx,
22/02/2024 12:00,0.57,8.5,43,19619,0.73,3.3,46,KNW02_Waves.xlsx,
22/02/2024 13:00,0.16,8.5,89,19629,0.21,11.3,150,KNW02_Waves.xlsx,
22/02/2024 14:00,0.24,7.5,353,19627,0.3,7.4,17,KNW02_Waves.xlsx,
22/02/2024 15:00,0.34,2.5,39,19641,0.43,4.8,45,KNW02_Waves.xlsx,
22/02/2024 16:00,0.41,2.2,69,19633,0.53,4.3,182,KNW02_Waves.xlsx,
22/02/2024 17:00,0.57,8.5,61,19646,0.73,4.4,65,KNW02_Waves.xlsx,
22/02/2024 18:00,0.5,2.2,73,19665,0.64,3.7,139,KNW02_Waves.xlsx,
22/02/2024 19:00,0.14,14,17,19651,0.18,15.6,243,KNW02_Waves.xlsx,
22/02/2024 20:00,0.14,7.5,33,19655,0.19,10.8,39,KNW02_Waves.xlsx,
22/02/2024 21:00,0.29,7.5,101,19671,0.36,8.9,91,KNW02_Waves.xlsx,
22/02/2024 22:00,0.37,8.5,173,19658,0.47,6.4,198,KNW02_Waves.xlsx,
22/02/2024 23:00,0.11,9.8,165,19672,0.14,12.9,142,KNW02_Waves.xlsx,
23/02/2024 00:00,0.21,8.5,149,19671,0.27,11,166,KNW02_Waves.xlsx,
23/02/2024 01:00,0.25,25,117,19652,0.32,8.2,52,KNW02_Waves.xlsx,
23/02/2024 02:00,0.42,2.3,333,19664,0.53,3.9,18,KNW02_Waves.xlsx,
23/02/2024 03:00,0.36,2.2,81,19669,0.46,3.9,8,KNW02_Waves.xlsx,
23/02/2024 04:00,0.33,2.7,225,19674,0.42,5,201,KNW02_Waves.xlsx,
23/02/2024 05:00,0.21,6.1,205,19676,0.26,8.5,237,KNW02_Waves.xlsx,
23/02/2024 06:00,0.17,5.5,147,19681,0.21,10.6,167,KNW02_Waves.xlsx,
23/02/2024 07:00,0.2,8.5,73,19680,0.26,9.5,104,KNW02_Waves.xlsx,
23/02/2024 08:00,0.18,5.1,221,19688,0.23,9.6,209,KNW02_Waves.xlsx,
23/02/2024 09:00,0.2,8.5,93,19683,0.26,8.9,81,KNW02_Waves.xlsx,
23/02/2024 10:00,0.3,2.6,301,19672,0.38,5.6,301,KNW02_Waves.xlsx,
23/02/2024 11:00,0.38,2.2,325,19666,0.48,3.9,315,KNW02_Waves.xlsx,
23/02/2024 12:00,0.25,5.5,77,19652,0.32,6,91,KNW02_Waves.xlsx,
23/02/2024 13:00,0.15,3,273,19658,0.19,5.5,21,KNW02_Waves.xlsx,
23/02/2024 14:00,0.34,8.5,233,19661,0.43,5.9,151,KNW02_Waves.xlsx,
23/02/2024 15:00,0.25,6.7,261,19665,0.32,8.2,271,KNW02_Waves.xlsx,
23/02/2024 16:00,0.27,7.5,357,19650,0.35,7.2,354,KNW02_Waves.xlsx,
23/02/2024 17:00,0.35,8.5,137,19664,0.45,5.6,106,KNW02_Waves.xlsx,
23/02/2024 18:00,0.11,9.8,229,19657,0.14,13.7,240,KNW02_Waves.xlsx,
23/02/2024 19:00,0.27,7.5,331,19673,0.34,7.1,44,KNW02_Waves.xlsx,
23/02/2024 20:00,0.32,9.8,353,19671,0.4,5.9,348,KNW02_Waves.xlsx,
23/02/2024 21:00,0.27,2.4,321,19662,0.34,5.5,315,KNW02_Waves.xlsx,
23/02/2024 22:00,0.24,8.5,161,19654,0.31,6.4,151,KNW02_Waves.xlsx,
23/02/2024 23:00,0.66,1.9,217,19656,0.84,2.8,274,KNW02_Waves.xlsx,
24/02/2024 00:00,0.58,2,127,19659,0.74,3.8,129,KNW02_Waves.xlsx,
24/02/2024 01:00,0.5,2.2,228,19663,0.63,3.4,211,KNW02_Waves.xlsx,
24/02/2024 02:00,0.3,9.8,13,19644,0.38,6.6,0,KNW02_Waves.xlsx,
24/02/2024 03:00,0.56,6.7,223,19646,0.71,4.3,217,KNW02_Waves.xlsx,
24/02/2024 04:00,0.24,8.5,265,19663,0.3,8.8,245,KNW02_Waves.xlsx,
24/02/2024 05:00,0.38,9.8,97,19663,0.48,7.3,64,KNW02_Waves.xlsx,
24/02/2024 06:00,0.5,2.2,324,19674,0.64,4,43,KNW02_Waves.xlsx,
24/02/2024 07:00,0.37,7.5,93,19681,0.47,6,121,KNW02_Waves.xlsx,
24/02/2024 08:00,0.25,8.5,313,19681,0.32,6.1,250,KNW02_Waves.xlsx,
24/02/2024 09:00,0.24,8.5,237,19679,0.3,10.1,264,KNW02_Waves.xlsx,
24/02/2024 10:00,0.38,2.1,131,19679,0.49,3.5,145,KNW02_Waves.xlsx,
24/02/2024 11:00,0.2,9.8,331,19665,0.25,8.4,338,KNW02_Waves.xlsx,
24/02/2024 12:00,0.14,6.7,209,19687,0.17,10.2,190,KNW02_Waves.xlsx,
24/02/2024 13:00,0.12,11.5,325,19679,0.15,13.9,341,KNW02_Waves.xlsx,
24/02/2024 14:00,0.16,9.8,89,19680,0.21,8.9,127,KNW02_Waves.xlsx,
24/02/2024 15:00,0.32,8.5,331,19667,0.41,6.3,317,KNW02_Waves.xlsx,
24/02/2024 16:00,0.22,9.8,85,19689,0.27,6.6,86,KNW02_Waves.xlsx,
24/02/2024 17:00,0.36,8.5,329,19698,0.46,5.6,289,KNW02_Waves.xlsx,
24/02/2024 18:00,0.17,14,315,19702,0.22,14.4,322,KNW02_Waves.xlsx,
24/02/2024 19:00,0.26,4.4,144,19698,0.33,6.3,201,KNW02_Waves.xlsx,
24/02/2024 20:00,0.14,9.8,309,19692,0.18,15.2,342,KNW02_Waves.xlsx,
24/02/2024 21:00,0.19,9.8,193,19670,0.24,8.4,175,KNW02_Waves.xlsx,
24/02/2024 22:00,0.2,11.5,213,19699,0.26,7.7,179,KNW02_Waves.xlsx,
24/02/2024 23:00,0.16,18,181,19693,0.2,11.9,203,KNW02_Waves.xlsx,
25/02/2024 00:00,0.18,18,101,19700,0.23,10.6,59,KNW02_Waves.xlsx,
25/02/2024 01:00,0.2,8.5,69,19694,0.26,9,352,KNW02_Waves.xlsx,
25/02/2024 02:00,0.07,14,61,19706,0.09,19.3,355,KNW02_Waves.xlsx,
25/02/2024 03:00,0.23,2.5,61,19721,0.3,5.2,302,KNW02_Waves.xlsx,
25/02/2024 04:00,0.27,2.1,281,19725,0.34,3.5,228,KNW02_Waves.xlsx,
25/02/2024 05:00,0.12,11.5,177,19734,0.16,14.1,104,KNW02_Waves.xlsx,
25/02/2024 06:00,0.21,6.7,293,19709,0.27,7.7,266,KNW02_Waves.xlsx,
